Order ID,Order Date,Product,Store,Units Sold,SP ID
19727,12-Dec-19,R1012,17,40,SP1815
19728,12-Dec-19,R1012,17,9,SP1815
19729,15-Dec-19,R1015,17,35,SP1841
19730,15-Dec-19,R1015,16,10,SP1841
19731,15-Dec-19,R1015,18,15,SP1841
19735,16-Dec-19,R1008,13,25,SP1841
19736,16-Dec-19,R1008,13,40,SP1841
19737,16-Dec-19,R1008,14,40,SP1841
19738,17-Dec-19,R1015,15,42,SP3463
19739,17-Dec-19,R1015,13,20,SP3463
19740,17-Dec-19,R1015,14,40,SP3463
19741,18-Dec-19,R1003,17,21,SP3992
19742,18-Dec-19,R1003,14,21,SP3992
19743,18-Dec-19,R1003,15,15,SP3992
19744,19-Dec-19,R1003,15,20,SP1229
19745,19-Dec-19,R1003,13,30,SP1229
19746,19-Dec-19,R1003,14,35,SP1229
19747,19-Dec-19,R1003,16,25,SP1229
19748,22-Dec-19,R1015,14,15,SP3463
19749,22-Dec-19,R1015,18,12,SP3463
19750,23-Dec-19,R1016,14,25,SP1841
19751,23-Dec-19,R1016,15,6,SP1841
19752,23-Dec-19,R1016,18,15,SP1841
19753,24-Dec-19,R1011,18,65,SP3156
19754,24-Dec-19,R1011,15,50,SP3156
19755,24-Dec-19,R1011,13,6,SP3156
19756,25-Dec-19,R1002,14,10,SP1841
19757,25-Dec-19,R1002,16,1,SP1841
19758,26-Dec-19,R1012,15,21,SP1841
19759,26-Dec-19,R1012,17,50,SP1841
19760,26-Dec-19,R1012,14,15,SP1841
19761,26-Dec-19,R1012,16,16,SP1841
19762,26-Dec-19,R1015,15,20,SP1841
19763,26-Dec-19,R1015,14,20,SP1841
19764,29-Dec-19,R1010,18,12,SP3740
19765,29-Dec-19,R1010,17,15,SP3740
19766,29-Dec-19,R1010,17,2,SP3740
19767,30-Dec-19,R1011,14,60,SP1229
19768,30-Dec-19,R1011,16,60,SP1229
19769,30-Dec-19,R1011,15,28,SP1229
19770,30-Dec-19,R1011,17,36,SP1229
19771,31-Dec-19,R1006,15,35,SP1815
19772,31-Dec-19,R1006,16,25,SP1815
19775,02-Jan-19,R1014,13,12,SP3463
19776,05-Jan-19,R1012,15,15,SP1841
19777,05-Jan-19,R1012,16,50,SP1841
19778,05-Jan-19,R1012,13,70,SP1841
19779,06-Jan-19,R1016,13,4,SP3740
19780,06-Jan-19,R1016,14,10,SP3740
19781,07-Jan-19,R1010,13,20,SP3992
19782,07-Jan-19,R1010,13,60,SP3992
19783,08-Jan-19,R1014,16,30,SP3156
19784,08-Jan-19,R1014,15,25,SP3156
19785,08-Jan-19,R1010,13,24,SP1815
19786,09-Jan-19,R1010,13,40,SP1815
19787,09-Jan-19,R1010,14,6,SP1815
19788,09-Jan-19,R1010,13,24,SP1815
19789,12-Jan-19,R1012,16,60,SP3463
19790,12-Jan-19,R1012,13,20,SP3463
19791,12-Jan-19,R1012,13,15,SP3463
19792,12-Jan-19,R1012,16,24,SP3463
19793,12-Jan-19,R1012,15,33,SP3463
19796,14-Jan-19,R1020,15,12,SP3156
19797,14-Jan-19,R1020,13,6,SP3156
19798,15-Jan-19,R1002,16,15,SP3740
19799,15-Jan-19,R1002,16,10,SP3740
19800,16-Jan-19,R1012,17,20,SP2092
19801,16-Jan-19,R1012,14,12,SP2092
19802,19-Jan-19,R1006,13,15,SP3740
19803,19-Jan-19,R1006,16,25,SP3740
19804,19-Jan-19,R1006,18,16,SP3740
19805,19-Jan-19,R1006,18,8,SP3740
19806,20-Jan-19,R1012,14,15,SP3740
19807,21-Jan-19,R1006,14,20,SP2092
19808,21-Jan-19,R1006,15,30,SP2092
19809,21-Jan-19,R1006,15,12,SP2092
19810,21-Jan-19,R1018,15,6,SP1841
19811,21-Jan-19,R1018,15,4,SP1841
19812,21-Jan-19,R1018,14,1,SP1841
19813,22-Jan-19,R1018,17,2,SP1841
19814,22-Jan-19,R1018,16,6,SP1841
19815,23-Jan-19,R1016,14,18,SP3463
19816,23-Jan-19,R1016,13,35,SP3463
19817,23-Jan-19,R1016,18,20,SP3463
19818,23-Jan-19,R1016,13,3,SP3463
19819,26-Jan-19,R1012,15,5,SP1841
19820,26-Jan-19,R1012,18,21,SP1841
19821,26-Jan-19,R1012,13,20,SP1841
19822,26-Jan-19,R1012,14,15,SP1841
19823,27-Jan-19,R1012,15,45,SP3156
19824,27-Jan-19,R1012,16,40,SP3156
19825,27-Jan-19,R1012,14,36,SP3156
19826,28-Jan-19,R1012,14,40,SP3740
19827,28-Jan-19,R1012,15,100,SP3740
19828,29-Jan-19,R1015,16,15,SP3740
19829,29-Jan-19,R1015,14,40,SP3740
19830,29-Jan-19,R1015,15,20,SP3740
19831,30-Jan-19,R1020,14,3,SP1841
19832,30-Jan-19,R1020,14,10,SP1841
19833,02-Feb-19,R1007,18,30,SP1571
19834,02-Feb-19,R1007,17,9,SP1571
19835,03-Feb-19,R1015,18,10,SP3740
19836,03-Feb-19,R1015,14,15,SP3740
19837,03-Feb-19,R1015,14,15,SP3740
19838,03-Feb-19,R1015,18,20,SP3740
19839,03-Feb-19,R1015,18,24,SP1815
19840,03-Feb-19,R1015,16,20,SP1815
19841,03-Feb-19,R1015,17,2,SP1815
19842,04-Feb-19,R1015,14,20,SP3156
19843,05-Feb-19,R1002,16,12,SP3156
19844,05-Feb-19,R1002,15,6,SP3156
19845,05-Feb-19,R1002,15,10,SP3156
19846,05-Feb-19,R1002,18,5,SP3156
19847,06-Feb-19,R1010,13,21,SP1841
19848,06-Feb-19,R1010,15,6,SP1841
19849,06-Feb-19,R1010,15,18,SP1841
19850,06-Feb-19,R1010,15,15,SP1841
19851,06-Feb-19,R1010,14,15,SP1841
19853,10-Feb-19,R1016,13,15,SP1815
19854,10-Feb-19,R1016,13,12,SP1815
19855,10-Feb-19,R1016,14,30,SP1815
19858,12-Feb-19,R1009,15,40,SP1815
19859,12-Feb-19,R1009,16,40,SP1815
19860,12-Feb-19,R1009,14,15,SP1815
19861,12-Feb-19,R1009,13,30,SP1815
19862,13-Feb-19,R1015,15,20,SP1841
19863,13-Feb-19,R1015,14,15,SP1841
19864,16-Feb-19,R1020,14,20,SP2092
19865,16-Feb-19,R1020,18,30,SP2092
19866,16-Feb-19,R1012,17,20,SP3740
19867,16-Feb-19,R1012,16,10,SP3740
19868,17-Feb-19,R1008,15,12,SP1841
19869,17-Feb-19,R1008,17,28,SP1841
19870,17-Feb-19,R1008,14,40,SP1841
19871,18-Feb-19,R1018,18,30,SP1571
19872,18-Feb-19,R1018,16,40,SP1571
19873,18-Feb-19,R1018,14,15,SP1571
19874,19-Feb-19,R1002,14,30,SP3156
19875,19-Feb-19,R1002,13,10,SP3156
19876,19-Feb-19,R1002,13,2,SP3156
19877,20-Feb-19,R1010,15,30,SP3740
19878,20-Feb-19,R1010,14,25,SP3740
19879,20-Feb-19,R1010,16,25,SP3740
19880,23-Feb-19,R1018,16,10,SP3156
19881,23-Feb-19,R1018,14,10,SP3156
19882,23-Feb-19,R1018,14,5,SP3156
19883,24-Feb-19,R1010,14,10,SP2092
19884,24-Feb-19,R1010,14,3,SP2092
19885,25-Feb-19,R1002,15,5,SP1571
19886,25-Feb-19,R1002,13,1,SP1571
19887,26-Feb-19,R1009,17,2,SP3463
19888,26-Feb-19,R1009,15,20,SP3463
19889,26-Feb-19,R1009,18,30,SP3463
19890,26-Feb-19,R1009,18,20,SP3463
19891,26-Feb-19,R1009,13,3,SP3463
19892,27-Feb-19,R1010,14,10,SP3740
19893,27-Feb-19,R1010,14,5,SP3740
19896,01-Mar-19,R1012,15,10,SP2092
19897,01-Mar-19,R1012,17,4,SP2092
19898,01-Mar-19,R1012,15,24,SP2092
19899,01-Mar-19,R1012,14,20,SP2092
19900,02-Mar-19,R1012,16,12,SP2092
19901,03-Mar-19,R1010,14,25,SP3156
19902,03-Mar-19,R1010,16,30,SP3156
19903,03-Mar-19,R1010,13,40,SP3156
19904,04-Mar-19,R1007,15,30,SP1841
19905,04-Mar-19,R1007,15,14,SP1841
19906,05-Mar-19,R1010,14,70,SP3156
19907,05-Mar-19,R1010,16,10,SP3156
19908,08-Mar-19,R1010,15,20,SP1815
19909,09-Mar-19,R1007,16,20,SP3740
19910,09-Mar-19,R1007,15,6,SP3740
19911,10-Mar-19,R1002,14,8,SP1571
19912,10-Mar-19,R1002,17,14,SP1571
19913,10-Mar-19,R1002,15,30,SP1571
19914,11-Mar-19,R1014,13,30,SP3992
19915,11-Mar-19,R1007,15,10,SP3463
19916,12-Mar-19,R1002,17,20,SP1571
19917,15-Mar-19,R1012,14,4,SP1841
19918,15-Mar-19,R1012,18,5,SP1841
19919,15-Mar-19,R1012,15,4,SP1841
19920,16-Mar-19,R1010,16,30,SP1229
19921,16-Mar-19,R1010,18,80,SP1229
19922,16-Mar-19,R1010,13,40,SP1229
19923,16-Mar-19,R1010,14,21,SP1229
19924,16-Mar-19,R1010,15,70,SP1229
19925,17-Mar-19,R1012,17,9,SP3156
19926,17-Mar-19,R1012,18,6,SP3156
19927,17-Mar-19,R1012,13,40,SP3156
19928,17-Mar-19,R1012,13,4,SP3156
19929,17-Mar-19,R1012,16,12,SP3156
19930,18-Mar-19,R1018,17,16,SP1841
19931,18-Mar-19,R1018,18,24,SP1841
19932,18-Mar-19,R1018,15,50,SP1841
19933,19-Mar-19,R1006,13,50,SP2092
19934,19-Mar-19,R1006,15,25,SP2092
19935,19-Mar-19,R1006,16,35,SP2092
19936,19-Mar-19,R1006,16,30,SP2092
19937,22-Mar-19,R1019,13,9,SP1841
19938,22-Mar-19,R1019,18,40,SP1841
19939,22-Mar-19,R1019,14,10,SP1841
19940,23-Mar-19,R1010,17,12,SP1841
19941,23-Mar-19,R1010,15,20,SP1841
19942,23-Mar-19,R1010,16,8,SP1841
19943,23-Mar-19,R1010,14,10,SP1841
19944,24-Mar-19,R1016,14,50,SP3463
19945,24-Mar-19,R1016,13,25,SP3463
19947,25-Mar-19,R1017,14,16,SP3463
19948,25-Mar-19,R1017,17,10,SP3463
19949,25-Mar-19,R1017,16,40,SP3463
19950,26-Mar-19,R1014,13,40,SP3992
19951,26-Mar-19,R1014,17,10,SP3992
19952,26-Mar-19,R1014,14,10,SP3992
19955,30-Mar-19,R1009,13,6,SP1571
19956,30-Mar-19,R1009,13,25,SP1571
19957,30-Mar-19,R1009,15,7,SP1571
19958,30-Mar-19,R1009,17,48,SP1571
19959,31-Mar-19,R1019,18,18,SP1571
19960,01-Apr-19,R1012,17,40,SP1841
19961,01-Apr-19,R1012,14,24,SP1841
19962,01-Apr-19,R1012,16,20,SP1841
19963,01-Apr-19,R1012,16,28,SP1841
19964,01-Apr-19,R1012,13,25,SP1841
19965,02-Apr-19,R1010,16,15,SP1841
19966,02-Apr-19,R1010,14,20,SP1841
19967,05-Apr-19,R1017,14,70,SP2092
19968,05-Apr-19,R1017,14,28,SP2092
19969,05-Apr-19,R1017,18,10,SP2092
19973,06-Apr-19,R1005,13,9,SP1571
19974,06-Apr-19,R1005,13,8,SP1571
19975,07-Apr-19,R1012,14,40,SP1841
19976,07-Apr-19,R1012,15,24,SP1841
19977,07-Apr-19,R1012,16,40,SP1841
19978,07-Apr-19,R1012,13,56,SP1841
19979,08-Apr-19,R1012,15,15,SP1841
19980,08-Apr-19,R1012,14,4,SP1841
19981,08-Apr-19,R1012,17,50,SP1841
19982,09-Apr-19,R1010,18,35,SP1841
19983,09-Apr-19,R1010,18,70,SP1841
19984,12-Apr-19,R1012,18,70,SP2092
19985,12-Apr-19,R1012,14,80,SP2092
19986,12-Apr-19,R1012,17,9,SP2092
19987,13-Apr-19,R1010,14,36,SP3463
19988,13-Apr-19,R1010,17,20,SP3463
19989,14-Apr-19,R1015,14,10,SP1841
19990,14-Apr-19,R1015,15,6,SP1841
19991,14-Apr-19,R1015,16,4,SP1841
19992,14-Apr-19,R1015,15,50,SP1841
19993,15-Apr-19,R1012,15,15,SP1841
19994,15-Apr-19,R1012,17,25,SP1841
19995,16-Apr-19,R1010,14,24,SP1571
19998,19-Apr-19,R1011,15,20,SP3156
19999,19-Apr-19,R1011,18,77,SP3156
20000,19-Apr-19,R1011,18,10,SP3156
20001,19-Apr-19,R1011,16,13,SP3156
20002,20-Apr-19,R1019,14,20,SP3463
20003,20-Apr-19,R1019,15,10,SP3463
20004,21-Apr-19,R1011,15,50,SP1571
20005,21-Apr-19,R1011,13,12,SP1571
20006,22-Apr-19,R1002,14,4,SP3740
20007,22-Apr-19,R1002,15,12,SP3740
20008,23-Apr-19,R1007,15,25,SP1815
20009,23-Apr-19,R1007,17,25,SP1815
20010,26-Apr-19,R1012,13,30,SP1815
20011,26-Apr-19,R1012,13,20,SP1815
20012,26-Apr-19,R1012,14,12,SP1815
20013,27-Apr-19,R1016,13,8,SP3156
20014,27-Apr-19,R1016,14,16,SP3156
20015,27-Apr-19,R1016,16,30,SP3156
20019,29-Apr-19,R1007,14,56,SP3992
20020,29-Apr-19,R1007,13,80,SP3992
20021,29-Apr-19,R1007,13,70,SP3992
20027,30-Apr-19,R1012,13,55,SP3156
20028,30-Apr-19,R1012,15,54,SP3156
20032,04-May-19,R1012,13,20,SP1841
20033,04-May-19,R1012,15,12,SP1841
20034,04-May-19,R1012,15,12,SP1841
20035,04-May-19,R1007,13,30,SP3156
20036,04-May-19,R1007,13,5,SP3156
20037,05-May-19,R1002,13,24,SP3463
20038,06-May-19,R1018,18,5,SP3740
20039,06-May-19,R1018,18,5,SP3740
20040,06-May-19,R1005,18,7,SP1571
