Order ID,Order Date,Product,Store,Units Sold,SP ID
19302,01-Jan-19,R1001,4,30,SP1009
19303,01-Jan-19,R1001,4,20,SP1009
19304,02-Jan-19,R1011,2,12,SP1302
19305,03-Jan-19,R1009,2,40,SP3011
19306,03-Jan-19,R1009,3,80,SP3011
19307,03-Jan-19,R1009,4,70,SP3011
19308,03-Jan-19,R1009,5,55,SP3011
19309,03-Jan-19,R1009,3,18,SP3011
19310,04-Jan-19,R1002,5,8,SP1009
19311,04-Jan-19,R1002,3,14,SP1009
19312,04-Jan-19,R1002,4,5,SP1009
19313,04-Jan-19,R1006,2,8,SP0243
19314,04-Jan-19,R1006,2,40,SP0243
19315,05-Jan-19,R1011,5,5,SP1009
19316,05-Jan-19,R1002,3,15,SP0243
19317,05-Jan-19,R1002,3,50,SP0243
19318,05-Jan-19,R1002,1,70,SP0243
19319,06-Jan-19,R1009,4,15,SP3011
19320,06-Jan-19,R1009,4,14,SP3011
19321,06-Jan-19,R1009,4,15,SP3011
19322,06-Jan-19,R1009,5,15,SP3011
19323,06-Jan-19,R1009,1,30,SP0243
19324,06-Jan-19,R1006,4,4,SP1009
19325,06-Jan-19,R1006,2,10,SP1009
19326,07-Jan-19,R1017,4,20,SP3011
19327,07-Jan-19,R1017,5,70,SP3011
19328,07-Jan-19,R1017,2,15,SP3011
19329,07-Jan-19,R1009,4,20,SP2442
19330,07-Jan-19,R1009,5,60,SP2442
19331,08-Jan-19,R1011,5,30,SP3011
19332,08-Jan-19,R1011,5,25,SP3011
19333,08-Jan-19,R1009,5,24,SP2442
19334,09-Jan-19,R1009,2,40,SP2442
19335,09-Jan-19,R1009,5,6,SP2442
19336,09-Jan-19,R1009,4,24,SP2442
19337,10-Jan-19,R1017,5,42,SP1302
19338,10-Jan-19,R1017,2,40,SP1302
19339,11-Jan-19,R1017,4,5,SP1009
19340,11-Jan-19,R1017,4,5,SP1009
19341,11-Jan-19,R1014,3,5,SP0243
19342,11-Jan-19,R1014,4,20,SP0243
19343,11-Jan-19,R1014,4,15,SP0243
19344,11-Jan-19,R1014,4,10,SP0243
19345,12-Jan-19,R1003,3,20,SP0243
19346,12-Jan-19,R1003,2,18,SP0243
19347,12-Jan-19,R1002,3,60,SP1302
19348,12-Jan-19,R1002,5,20,SP1302
19349,12-Jan-19,R1002,2,15,SP1302
19350,12-Jan-19,R1002,4,24,SP1302
19351,12-Jan-19,R1002,3,33,SP1302
19352,13-Jan-19,R1001,4,20,SP2442
19353,13-Jan-19,R1001,4,7,SP2442
19354,13-Jan-19,R1002,1,21,SP1009
19355,13-Jan-19,R1002,4,3,SP1009
19356,13-Jan-19,R1002,5,25,SP1009
19357,13-Jan-19,R1002,3,15,SP1009
19358,13-Jan-19,R1002,1,30,SP1009
19359,13-Jan-19,R1009,5,10,SP0243
19360,13-Jan-19,R1009,2,6,SP0243
19361,13-Jan-19,R1009,1,10,SP0243
19362,14-Jan-19,R1012,4,12,SP3011
19363,14-Jan-19,R1012,1,6,SP3011
19364,14-Jan-19,R1008,2,10,SP1302
19365,14-Jan-19,R1008,4,5,SP1302
