Order ID,Order Date,Product,Store,Units Sold,SP ID
13098,11-Dec-19,R1010,10,5,SP3979
13099,11-Dec-19,R1007,10,10,SP3979
13100,11-Dec-19,R1003,10,12,SP3979
13101,12-Dec-19,R1015,11,40,SP3979
13102,12-Dec-19,R1006,11,9,SP3979
13103,15-Dec-19,R1006,11,35,SP3979
13104,15-Dec-19,R1020,12,10,SP3979
13105,15-Dec-19,R1006,12,15,SP3979
13106,15-Dec-19,R1016,10,6,SP1600
13107,15-Dec-19,R1014,12,20,SP1600
13108,15-Dec-19,R1018,10,15,SP1600
13109,16-Dec-19,R1016,10,25,SP3979
13110,16-Dec-19,R1015,10,40,SP3979
13111,16-Dec-19,R1005,12,40,SP3979
13112,17-Dec-19,R1014,10,42,SP1600
13113,17-Dec-19,R1014,10,20,SP1600
13114,17-Dec-19,R1007,12,40,SP1600
13115,18-Dec-19,R1012,11,21,SP3979
13116,18-Dec-19,R1005,11,21,SP3979
13117,18-Dec-19,R1010,10,15,SP3979
13118,19-Dec-19,R1001,10,20,SP1600
13119,19-Dec-19,R1014,10,30,SP1600
13120,19-Dec-19,R1002,12,35,SP1600
13121,19-Dec-19,R1003,12,25,SP1600
13122,22-Dec-19,R1018,11,15,SP1600
13123,22-Dec-19,R1015,12,12,SP1600
13124,23-Dec-19,R1010,12,25,SP3979
13125,23-Dec-19,R1005,10,6,SP3979
13126,23-Dec-19,R1008,12,15,SP3979
13127,24-Dec-19,R1010,12,65,SP1307
13128,24-Dec-19,R1006,10,50,SP1307
13129,24-Dec-19,R1009,10,6,SP1307
13130,25-Dec-19,R1006,12,10,SP3979
13131,25-Dec-19,R1014,12,1,SP3979
13132,26-Dec-19,R1003,10,21,SP3979
13133,26-Dec-19,R1015,10,50,SP3979
13134,26-Dec-19,R1006,12,15,SP3979
13135,26-Dec-19,R1006,12,16,SP3979
13136,26-Dec-19,R1003,10,20,SP3979
13137,26-Dec-19,R1005,12,20,SP3979
13138,29-Dec-19,R1019,12,12,SP1917
13139,29-Dec-19,R1006,11,15,SP1917
13140,29-Dec-19,R1006,10,2,SP1917
13141,30-Dec-19,R1005,12,60,SP1600
13142,30-Dec-19,R1006,12,60,SP1600
13143,30-Dec-19,R1019,10,28,SP1600
13144,30-Dec-19,R1010,11,36,SP1600
13145,31-Dec-19,R1015,10,35,SP3979
13146,31-Dec-19,R1015,12,25,SP3979
13147,01-Jan-19,R1010,11,30,SP1307
13148,01-Jan-19,R1003,10,20,SP1307
13149,02-Jan-19,R1008,10,12,SP1600
13150,05-Jan-19,R1005,10,15,SP3979
13151,05-Jan-19,R1006,12,50,SP3979
13152,05-Jan-19,R1002,10,70,SP3979
13153,06-Jan-19,R1002,10,4,SP1917
13154,06-Jan-19,R1003,11,10,SP1917
13155,07-Jan-19,R1006,10,20,SP3979
13156,07-Jan-19,R1017,10,60,SP3979
13157,08-Jan-19,R1017,12,30,SP1307
13158,08-Jan-19,R1006,10,25,SP1307
13159,08-Jan-19,R1006,10,24,SP3979
13160,09-Jan-19,R1020,10,40,SP3979
13161,09-Jan-19,R1006,12,6,SP3979
13162,09-Jan-19,R1006,10,24,SP3979
13163,12-Jan-19,R1017,12,60,SP1600
13164,12-Jan-19,R1018,10,20,SP1600
13165,12-Jan-19,R1007,10,15,SP1600
13166,12-Jan-19,R1019,12,24,SP1600
13167,12-Jan-19,R1007,10,33,SP1600
13168,13-Jan-19,R1007,10,20,SP3979
13169,13-Jan-19,R1019,10,7,SP3979
13170,14-Jan-19,R1016,10,12,SP1307
13171,14-Jan-19,R1002,10,6,SP1307
13172,15-Jan-19,R1019,12,15,SP1917
13173,15-Jan-19,R1001,12,10,SP1917
13174,16-Jan-19,R1005,11,20,SP1307
13175,16-Jan-19,R1008,12,12,SP1307
13176,19-Jan-19,R1009,10,15,SP1917
13177,19-Jan-19,R1006,12,25,SP1917
13178,19-Jan-19,R1016,12,16,SP1917
13179,19-Jan-19,R1014,12,8,SP1917
13180,20-Jan-19,R1011,11,15,SP1917
13181,21-Jan-19,R1020,11,20,SP1307
13182,21-Jan-19,R1006,10,30,SP1307
13183,21-Jan-19,R1019,10,12,SP1307
